Bone end -x,Bone end -y,Bone end -z,Palm Position-x,Palm Position-y,Palm Position-z,Sphere radius,alphabet
5.40439,87.0033,-26.1889,-5.26302,118.432,9.83639,28.35989761,E
21.2591,95.8555,-22.0629,-5.26302,118.432,9.83639,28.35989761,E
-5.41266,71.7943,2.84837,-5.26302,118.432,9.83639,28.35989761,E
-14.643,74.9563,1.19848,-5.26302,118.432,9.83639,28.35989761,E
-4.83156,70.0634,-2.3346,-5.26302,118.432,9.83639,28.35989761,E
6.92446,73.9636,-4.5197,-5.26302,118.432,9.83639,28.35989761,E
16.7735,85.252,-8.33085,-5.26302,118.432,9.83639,28.35989761,E
9.20514,67.0804,-2.86999,-5.26302,118.432,9.83639,28.35989761,E
-12.4886,78.2948,12.6199,-5.26302,118.432,9.83639,28.35989761,E
-2.12455,74.039,9.89882,-5.26302,118.432,9.83639,28.35989761,E
7.70609,77.6676,8.01434,-5.26302,118.432,9.83639,28.35989761,E
15.4696,87.3503,3.55161,-5.26302,118.432,9.83639,28.35989761,E
-7.53014,108.408,64.7197,-5.26302,118.432,9.83639,28.35989761,E
-34.6119,118.465,-5.49867,-5.26302,118.432,9.83639,28.35989761,E
-14.5911,121.908,-11.4611,-5.26302,118.432,9.83639,28.35989761,E
6.04416,124.543,-11.3046,-5.26302,118.432,9.83639,28.35989761,E
25.9311,125.37,-9.10528,-5.26302,118.432,9.83639,28.35989761,E
-19.7636,86.7863,26.0704,-5.26302,118.432,9.83639,28.35989761,E
-23.5362,82.4379,-17.8014,-5.26302,118.432,9.83639,28.35989761,E
-12.3506,80.6331,-24.8917,-5.26302,118.432,9.83639,28.35989761,E
5.40439,87.0033,-26.1889,-5.26302,118.432,9.83639,28.35989761,E
21.2591,95.8555,-22.0629,-5.26302,118.432,9.83639,28.35989761,E
-5.41266,71.7943,2.84837,-5.26302,118.432,9.83639,28.35989761,E
-14.643,74.9563,1.19848,-5.26302,118.432,9.83639,28.35989761,E
-4.83156,70.0634,-2.3346,-5.26302,118.432,9.83639,28.35989761,E
6.92446,73.9636,-4.5197,-5.26302,118.432,9.83639,28.35989761,E
16.7735,85.252,-8.33085,-5.26302,118.432,9.83639,28.35989761,E
9.20514,67.0804,-2.86999,-5.26302,118.432,9.83639,28.35989761,E
-12.4886,78.2948,12.6199,-5.26302,118.432,9.83639,28.35989761,E
-2.12455,74.039,9.89882,-5.26302,118.432,9.83639,28.35989761,E
7.70609,77.6676,8.01434,-5.26302,118.432,9.83639,28.35989761,E
15.4696,87.3503,3.55161,-5.26302,118.432,9.83639,28.35989761,E
-7.53014,108.408,64.7197,-5.26302,118.432,9.83639,28.35989761,E
-34.6119,118.465,-5.49867,-5.26302,118.432,9.83639,28.35989761,E
-14.5911,121.908,-11.4611,-5.26302,118.432,9.83639,28.35989761,E
6.04416,124.543,-11.3046,-5.26302,118.432,9.83639,28.35989761,E
25.9311,125.37,-9.10528,-5.26302,118.432,9.83639,28.35989761,E
-19.7636,86.7863,26.0704,-5.26302,118.432,9.83639,28.35989761,E
-23.5362,82.4379,-17.8014,-5.26302,118.432,9.83639,28.35989761,E
-12.3506,80.6331,-24.8917,-5.26302,118.432,9.83639,28.35989761,E
5.40439,87.0033,-26.1889,-5.26302,118.432,9.83639,28.35989761,E
21.2591,95.8555,-22.0629,-5.26302,118.432,9.83639,28.35989761,E
-5.41266,71.7943,2.84837,-5.26302,118.432,9.83639,28.35989761,E
-14.643,74.9563,1.19848,-5.26302,118.432,9.83639,28.35989761,E
-4.83156,70.0634,-2.3346,-5.26302,118.432,9.83639,28.35989761,E
6.92446,73.9636,-4.5197,-5.26302,118.432,9.83639,28.35989761,E
16.7735,85.252,-8.33085,-5.26302,118.432,9.83639,28.35989761,E
9.20514,67.0804,-2.86999,-5.26302,118.432,9.83639,28.35989761,E
-12.4886,78.2948,12.6199,-5.26302,118.432,9.83639,28.35989761,E
-2.12455,74.039,9.89882,-5.26302,118.432,9.83639,28.35989761,E
7.70609,77.6676,8.01434,-5.26302,118.432,9.83639,28.35989761,E
15.4696,87.3503,3.55161,-5.26302,118.432,9.83639,28.35989761,E
-7.53014,108.408,64.7197,-5.26302,118.432,9.83639,28.35989761,E
-34.6119,118.465,-5.49867,-5.26302,118.432,9.83639,28.35989761,E
-14.5911,121.908,-11.4611,-5.26302,118.432,9.83639,28.35989761,E
6.04416,124.543,-11.3046,-5.26302,118.432,9.83639,28.35989761,E
25.9311,125.37,-9.10528,-5.26302,118.432,9.83639,28.35989761,E
-19.7636,86.7863,26.0704,-5.26302,118.432,9.83639,28.35989761,E
-23.5362,82.4379,-17.8014,-5.26302,118.432,9.83639,28.35989761,E
-12.3506,80.6331,-24.8917,-5.26302,118.432,9.83639,28.35989761,E
5.40439,87.0033,-26.1889,-5.26302,118.432,9.83639,28.35989761,E
21.2591,95.8555,-22.0629,-5.26302,118.432,9.83639,28.35989761,E
-5.41266,71.7943,2.84837,-5.26302,118.432,9.83639,28.35989761,E
-14.643,74.9563,1.19848,-5.26302,118.432,9.83639,28.35989761,E
-4.83156,70.0634,-2.3346,-5.26302,118.432,9.83639,28.35989761,E
6.92446,73.9636,-4.5197,-5.26302,118.432,9.83639,28.35989761,E
16.7735,85.252,-8.33085,-5.26302,118.432,9.83639,28.35989761,E
9.20514,67.0804,-2.86999,-5.26302,118.432,9.83639,28.35989761,E
-12.4886,78.2948,12.6199,-5.26302,118.432,9.83639,28.35989761,E
-2.12455,74.039,9.89882,-5.26302,118.432,9.83639,28.35989761,E
7.70609,77.6676,8.01434,-5.26302,118.432,9.83639,28.35989761,E
15.4696,87.3503,3.55161,-5.26302,118.432,9.83639,28.35989761,E
-7.53014,108.408,64.7197,-5.26302,118.432,9.83639,28.35989761,E
-34.6119,118.465,-5.49867,-5.26302,118.432,9.83639,28.35989761,E
-14.5911,121.908,-11.4611,-5.26302,118.432,9.83639,28.35989761,E
6.04416,124.543,-11.3046,-5.26302,118.432,9.83639,28.35989761,E
25.9311,125.37,-9.10528,-5.26302,118.432,9.83639,28.35989761,E
-19.7636,86.7863,26.0704,-5.26302,118.432,9.83639,28.35989761,E
-23.5362,82.4379,-17.8014,-5.26302,118.432,9.83639,28.35989761,E
-12.3506,80.6331,-24.8917,-5.26302,118.432,9.83639,28.35989761,E
5.40439,87.0033,-26.1889,-5.26302,118.432,9.83639,28.35989761,E
21.2591,95.8555,-22.0629,-5.26302,118.432,9.83639,28.35989761,E
-5.41266,71.7943,2.84837,-5.26302,118.432,9.83639,28.35989761,E
-14.643,74.9563,1.19848,-5.26302,118.432,9.83639,28.35989761,E
-4.83156,70.0634,-2.3346,-5.26302,118.432,9.83639,28.35989761,E
6.92446,73.9636,-4.5197,-5.26302,118.432,9.83639,28.35989761,E
16.7735,85.252,-8.33085,-5.26302,118.432,9.83639,28.35989761,E
9.20514,67.0804,-2.86999,-5.26302,118.432,9.83639,28.35989761,E
-12.4886,78.2948,12.6199,-5.26302,118.432,9.83639,28.35989761,E
-2.12455,74.039,9.89882,-5.26302,118.432,9.83639,28.35989761,E
7.70609,77.6676,8.01434,-5.26302,118.432,9.83639,28.35989761,E
15.4696,87.3503,3.55161,-5.26302,118.432,9.83639,28.35989761,E
-9.6276,109.436,64.2279,-3.78456,107.942,8.06141,29.62389374,E
-30.4654,97.8191,-7.73785,-3.78456,107.942,8.06141,29.62389374,E
-12.0187,105.025,-13.9655,-3.78456,107.942,8.06141,29.62389374,E
7.70092,111.736,-13.7342,-3.78456,107.942,8.06141,29.62389374,E
26.8925,116.04,-10.7404,-3.78456,107.942,8.06141,29.62389374,E
-14.6678,78.3507,30.5587,-3.78456,107.942,8.06141,29.62389374,E
-11.7922,62.9374,-9.1514,-3.78456,107.942,8.06141,29.62389374,E
-0.946872,62.9189,-14.525,-3.78456,107.942,8.06141,29.62389374,E
13.2179,71.7676,-15.829,-3.78456,107.942,8.06141,29.62389374,E
26.0014,83.5656,-13.0357,-3.78456,107.942,8.06141,29.62389374,E
-2.07318,57.3221,10.9778,-3.78456,107.942,8.06141,29.62389374,E
-1.86634,54.524,8.76091,-3.78456,107.942,8.06141,29.62389374,E
7.44434,48.0525,4.76918,-3.78456,107.942,8.06141,29.62389374,E
16.6605,54.8617,2.38818,-3.78456,107.942,8.06141,29.62389374,E
24.0321,71.44,-0.0649599,-3.78456,107.942,8.06141,29.62389374,E
9.26042,47.9537,3.39692,-3.78456,107.942,8.06141,29.62389374,E
-2.56375,61.2491,18.6959,-3.78456,107.942,8.06141,29.62389374,E
8.3623,54.4664,16.1826,-3.78456,107.942,8.06141,29.62389374,E
16.6295,60.0183,14.4006,-3.78456,107.942,8.06141,29.62389374,E
22.6653,72.8048,11.8888,-3.78456,107.942,8.06141,29.62389374,E
-9.6276,109.436,64.2279,-3.78456,107.942,8.06141,29.62389374,E
-30.4654,97.8191,-7.73785,-3.78456,107.942,8.06141,29.62389374,E
-12.0187,105.025,-13.9655,-3.78456,107.942,8.06141,29.62389374,E
7.70092,111.736,-13.7342,-3.78456,107.942,8.06141,29.62389374,E
26.8925,116.04,-10.7404,-3.78456,107.942,8.06141,29.62389374,E
-14.6678,78.3507,30.5587,-3.78456,107.942,8.06141,29.62389374,E
-11.7922,62.9374,-9.1514,-3.78456,107.942,8.06141,29.62389374,E
-0.946872,62.9189,-14.525,-3.78456,107.942,8.06141,29.62389374,E
13.2179,71.7676,-15.829,-3.78456,107.942,8.06141,29.62389374,E
26.0014,83.5656,-13.0357,-3.78456,107.942,8.06141,29.62389374,E
-2.07318,57.3221,10.9778,-3.78456,107.942,8.06141,29.62389374,E
-1.86634,54.524,8.76091,-3.78456,107.942,8.06141,29.62389374,E
7.44434,48.0525,4.76918,-3.78456,107.942,8.06141,29.62389374,E
16.6605,54.8617,2.38818,-3.78456,107.942,8.06141,29.62389374,E
24.0321,71.44,-0.0649599,-3.78456,107.942,8.06141,29.62389374,E
9.26042,47.9537,3.39692,-3.78456,107.942,8.06141,29.62389374,E
-2.56375,61.2491,18.6959,-3.78456,107.942,8.06141,29.62389374,E
8.3623,54.4664,16.1826,-3.78456,107.942,8.06141,29.62389374,E
16.6295,60.0183,14.4006,-3.78456,107.942,8.06141,29.62389374,E
22.6653,72.8048,11.8888,-3.78456,107.942,8.06141,29.62389374,E
-9.6276,109.436,64.2279,-3.78456,107.942,8.06141,29.62389374,E
-30.4654,97.8191,-7.73785,-3.78456,107.942,8.06141,29.62389374,E
-12.0187,105.025,-13.9655,-3.78456,107.942,8.06141,29.62389374,E
7.70092,111.736,-13.7342,-3.78456,107.942,8.06141,29.62389374,E
26.8925,116.04,-10.7404,-3.78456,107.942,8.06141,29.62389374,E
-14.6678,78.3507,30.5587,-3.78456,107.942,8.06141,29.62389374,E
-11.7922,62.9374,-9.1514,-3.78456,107.942,8.06141,29.62389374,E
-0.946872,62.9189,-14.525,-3.78456,107.942,8.06141,29.62389374,E
13.2179,71.7676,-15.829,-3.78456,107.942,8.06141,29.62389374,E
26.0014,83.5656,-13.0357,-3.78456,107.942,8.06141,29.62389374,E
-2.07318,57.3221,10.9778,-3.78456,107.942,8.06141,29.62389374,E
-1.86634,54.524,8.76091,-3.78456,107.942,8.06141,29.62389374,E
7.44434,48.0525,4.76918,-3.78456,107.942,8.06141,29.62389374,E
16.6605,54.8617,2.38818,-3.78456,107.942,8.06141,29.62389374,E
24.0321,71.44,-0.0649599,-3.78456,107.942,8.06141,29.62389374,E
9.26042,47.9537,3.39692,-3.78456,107.942,8.06141,29.62389374,E
-2.56375,61.2491,18.6959,-3.78456,107.942,8.06141,29.62389374,E
8.3623,54.4664,16.1826,-3.78456,107.942,8.06141,29.62389374,E
16.6295,60.0183,14.4006,-3.78456,107.942,8.06141,29.62389374,E
22.6653,72.8048,11.8888,-3.78456,107.942,8.06141,29.62389374,E
-9.6276,109.436,64.2279,-3.78456,107.942,8.06141,29.62389374,E
-30.4654,97.8191,-7.73785,-3.78456,107.942,8.06141,29.62389374,E
-12.0187,105.025,-13.9655,-3.78456,107.942,8.06141,29.62389374,E
7.70092,111.736,-13.7342,-3.78456,107.942,8.06141,29.62389374,E
26.8925,116.04,-10.7404,-3.78456,107.942,8.06141,29.62389374,E
-14.6678,78.3507,30.5587,-3.78456,107.942,8.06141,29.62389374,E
-11.7922,62.9374,-9.1514,-3.78456,107.942,8.06141,29.62389374,E
-0.946872,62.9189,-14.525,-3.78456,107.942,8.06141,29.62389374,E
13.2179,71.7676,-15.829,-3.78456,107.942,8.06141,29.62389374,E
26.0014,83.5656,-13.0357,-3.78456,107.942,8.06141,29.62389374,E
-2.07318,57.3221,10.9778,-3.78456,107.942,8.06141,29.62389374,E
-1.86634,54.524,8.76091,-3.78456,107.942,8.06141,29.62389374,E
7.44434,48.0525,4.76918,-3.78456,107.942,8.06141,29.62389374,E
16.6605,54.8617,2.38818,-3.78456,107.942,8.06141,29.62389374,E
24.0321,71.44,-0.0649599,-3.78456,107.942,8.06141,29.62389374,E
9.26042,47.9537,3.39692,-3.78456,107.942,8.06141,29.62389374,E
-2.56375,61.2491,18.6959,-3.78456,107.942,8.06141,29.62389374,E
8.3623,54.4664,16.1826,-3.78456,107.942,8.06141,29.62389374,E
16.6295,60.0183,14.4006,-3.78456,107.942,8.06141,29.62389374,E
22.6653,72.8048,11.8888,-3.78456,107.942,8.06141,29.62389374,E
-9.6276,109.436,64.2279,-3.78456,107.942,8.06141,29.62389374,E
-30.4654,97.8191,-7.73785,-3.78456,107.942,8.06141,29.62389374,E
-12.0187,105.025,-13.9655,-3.78456,107.942,8.06141,29.62389374,E
7.70092,111.736,-13.7342,-3.78456,107.942,8.06141,29.62389374,E
26.8925,116.04,-10.7404,-3.78456,107.942,8.06141,29.62389374,E
-14.6678,78.3507,30.5587,-3.78456,107.942,8.06141,29.62389374,E
-11.7922,62.9374,-9.1514,-3.78456,107.942,8.06141,29.62389374,E
-0.946872,62.9189,-14.525,-3.78456,107.942,8.06141,29.62389374,E
13.2179,71.7676,-15.829,-3.78456,107.942,8.06141,29.62389374,E
26.0014,83.5656,-13.0357,-3.78456,107.942,8.06141,29.62389374,E
-2.07318,57.3221,10.9778,-3.78456,107.942,8.06141,29.62389374,E
-1.86634,54.524,8.76091,-3.78456,107.942,8.06141,29.62389374,E
7.44434,48.0525,4.76918,-3.78456,107.942,8.06141,29.62389374,E
16.6605,54.8617,2.38818,-3.78456,107.942,8.06141,29.62389374,E
24.0321,71.44,-0.0649599,-3.78456,107.942,8.06141,29.62389374,E
9.26042,47.9537,3.39692,-3.78456,107.942,8.06141,29.62389374,E
-2.56375,61.2491,18.6959,-3.78456,107.942,8.06141,29.62389374,E
8.3623,54.4664,16.1826,-3.78456,107.942,8.06141,29.62389374,E
16.6295,60.0183,14.4006,-3.78456,107.942,8.06141,29.62389374,E
22.6653,72.8048,11.8888,-3.78456,107.942,8.06141,29.62389374,E
-7.09802,103.214,58.2851,-3.74924,96.1847,2.39251,31.00933075,E
-28.1069,78.7297,-10.3802,-3.74924,96.1847,2.39251,31.00933075,E
-12.2536,89.017,-18.5985,-3.74924,96.1847,2.39251,31.00933075,E
5.47861,99.7753,-20.4597,-3.74924,96.1847,2.39251,31.00933075,E
23.3303,108.954,-19.4712,-3.74924,96.1847,2.39251,31.00933075,E
-8.88406,68.6038,28.0078,-3.74924,96.1847,2.39251,31.00933075,E
-4.12595,47.3718,-6.45478,-3.74924,96.1847,2.39251,31.00933075,E
5.89776,49.6705,-12.2584,-3.74924,96.1847,2.39251,31.00933075,E
18.5795,62.1072,-13.3212,-3.74924,96.1847,2.39251,31.00933075,E
28.0268,77.3272,-13.1716,-3.74924,96.1847,2.39251,31.00933075,E
3.38217,46.5397,9.6414,-3.74924,96.1847,2.39251,31.00933075,E
4.88213,50.6377,13.4858,-3.74924,96.1847,2.39251,31.00933075,E
14.8843,50.2007,12.0836,-3.74924,96.1847,2.39251,31.00933075,E
22.5893,60.6853,11.5563,-3.74924,96.1847,2.39251,31.00933075,E
28.1147,72.9029,4.12347,-3.74924,96.1847,2.39251,31.00933075,E
13.8155,36.625,1.73178,-3.74924,96.1847,2.39251,31.00933075,E
1.86402,60.2541,19.9319,-3.74924,96.1847,2.39251,31.00933075,E
12.6223,61.6135,18.1928,-3.74924,96.1847,2.39251,31.00933075,E
20.0973,71.51,18.4189,-3.74924,96.1847,2.39251,31.00933075,E
26.6243,80.3761,13.5072,-3.74924,96.1847,2.39251,31.00933075,E
-7.09802,103.214,58.2851,-3.74924,96.1847,2.39251,31.00933075,E
-28.1069,78.7297,-10.3802,-3.74924,96.1847,2.39251,31.00933075,E
-12.2536,89.017,-18.5985,-3.74924,96.1847,2.39251,31.00933075,E
5.47861,99.7753,-20.4597,-3.74924,96.1847,2.39251,31.00933075,E
23.3303,108.954,-19.4712,-3.74924,96.1847,2.39251,31.00933075,E
-8.88406,68.6038,28.0078,-3.74924,96.1847,2.39251,31.00933075,E
-4.12595,47.3718,-6.45478,-3.74924,96.1847,2.39251,31.00933075,E
5.89776,49.6705,-12.2584,-3.74924,96.1847,2.39251,31.00933075,E
18.5795,62.1072,-13.3212,-3.74924,96.1847,2.39251,31.00933075,E
28.0268,77.3272,-13.1716,-3.74924,96.1847,2.39251,31.00933075,E
3.38217,46.5397,9.6414,-3.74924,96.1847,2.39251,31.00933075,E
4.88213,50.6377,13.4858,-3.74924,96.1847,2.39251,31.00933075,E
14.8843,50.2007,12.0836,-3.74924,96.1847,2.39251,31.00933075,E
22.5893,60.6853,11.5563,-3.74924,96.1847,2.39251,31.00933075,E
28.1147,72.9029,4.12347,-3.74924,96.1847,2.39251,31.00933075,E
13.8155,36.625,1.73178,-3.74924,96.1847,2.39251,31.00933075,E
1.86402,60.2541,19.9319,-3.74924,96.1847,2.39251,31.00933075,E
12.6223,61.6135,18.1928,-3.74924,96.1847,2.39251,31.00933075,E
20.0973,71.51,18.4189,-3.74924,96.1847,2.39251,31.00933075,E
26.6243,80.3761,13.5072,-3.74924,96.1847,2.39251,31.00933075,E
-7.09802,103.214,58.2851,-3.74924,96.1847,2.39251,31.00933075,E
-28.1069,78.7297,-10.3802,-3.74924,96.1847,2.39251,31.00933075,E
-12.2536,89.017,-18.5985,-3.74924,96.1847,2.39251,31.00933075,E
5.47861,99.7753,-20.4597,-3.74924,96.1847,2.39251,31.00933075,E
23.3303,108.954,-19.4712,-3.74924,96.1847,2.39251,31.00933075,E
-8.88406,68.6038,28.0078,-3.74924,96.1847,2.39251,31.00933075,E
-4.12595,47.3718,-6.45478,-3.74924,96.1847,2.39251,31.00933075,E
5.89776,49.6705,-12.2584,-3.74924,96.1847,2.39251,31.00933075,E
18.5795,62.1072,-13.3212,-3.74924,96.1847,2.39251,31.00933075,E
28.0268,77.3272,-13.1716,-3.74924,96.1847,2.39251,31.00933075,E
3.38217,46.5397,9.6414,-3.74924,96.1847,2.39251,31.00933075,E
4.88213,50.6377,13.4858,-3.74924,96.1847,2.39251,31.00933075,E
14.8843,50.2007,12.0836,-3.74924,96.1847,2.39251,31.00933075,E
22.5893,60.6853,11.5563,-3.74924,96.1847,2.39251,31.00933075,E
28.1147,72.9029,4.12347,-3.74924,96.1847,2.39251,31.00933075,E
13.8155,36.625,1.73178,-3.74924,96.1847,2.39251,31.00933075,E
1.86402,60.2541,19.9319,-3.74924,96.1847,2.39251,31.00933075,E
12.6223,61.6135,18.1928,-3.74924,96.1847,2.39251,31.00933075,E
20.0973,71.51,18.4189,-3.74924,96.1847,2.39251,31.00933075,E
26.6243,80.3761,13.5072,-3.74924,96.1847,2.39251,31.00933075,E
-7.09802,103.214,58.2851,-3.74924,96.1847,2.39251,31.00933075,E
-28.1069,78.7297,-10.3802,-3.74924,96.1847,2.39251,31.00933075,E
-12.2536,89.017,-18.5985,-3.74924,96.1847,2.39251,31.00933075,E
5.47861,99.7753,-20.4597,-3.74924,96.1847,2.39251,31.00933075,E
23.3303,108.954,-19.4712,-3.74924,96.1847,2.39251,31.00933075,E
-8.88406,68.6038,28.0078,-3.74924,96.1847,2.39251,31.00933075,E
-4.12595,47.3718,-6.45478,-3.74924,96.1847,2.39251,31.00933075,E
5.89776,49.6705,-12.2584,-3.74924,96.1847,2.39251,31.00933075,E
18.5795,62.1072,-13.3212,-3.74924,96.1847,2.39251,31.00933075,E
28.0268,77.3272,-13.1716,-3.74924,96.1847,2.39251,31.00933075,E
3.38217,46.5397,9.6414,-3.74924,96.1847,2.39251,31.00933075,E
4.88213,50.6377,13.4858,-3.74924,96.1847,2.39251,31.00933075,E
14.8843,50.2007,12.0836,-3.74924,96.1847,2.39251,31.00933075,E
22.5893,60.6853,11.5563,-3.74924,96.1847,2.39251,31.00933075,E
28.1147,72.9029,4.12347,-3.74924,96.1847,2.39251,31.00933075,E
13.8155,36.625,1.73178,-3.74924,96.1847,2.39251,31.00933075,E
1.86402,60.2541,19.9319,-3.74924,96.1847,2.39251,31.00933075,E
12.6223,61.6135,18.1928,-3.74924,96.1847,2.39251,31.00933075,E
20.0973,71.51,18.4189,-3.74924,96.1847,2.39251,31.00933075,E
26.6243,80.3761,13.5072,-3.74924,96.1847,2.39251,31.00933075,E
-7.09802,103.214,58.2851,-3.74924,96.1847,2.39251,31.00933075,E
-28.1069,78.7297,-10.3802,-3.74924,96.1847,2.39251,31.00933075,E
-12.2536,89.017,-18.5985,-3.74924,96.1847,2.39251,31.00933075,E
5.47861,99.7753,-20.4597,-3.74924,96.1847,2.39251,31.00933075,E
23.3303,108.954,-19.4712,-3.74924,96.1847,2.39251,31.00933075,E
-8.88406,68.6038,28.0078,-3.74924,96.1847,2.39251,31.00933075,E
-4.12595,47.3718,-6.45478,-3.74924,96.1847,2.39251,31.00933075,E
5.89776,49.6705,-12.2584,-3.74924,96.1847,2.39251,31.00933075,E
18.5795,62.1072,-13.3212,-3.74924,96.1847,2.39251,31.00933075,E
28.0268,77.3272,-13.1716,-3.74924,96.1847,2.39251,31.00933075,E
3.38217,46.5397,9.6414,-3.74924,96.1847,2.39251,31.00933075,E
4.88213,50.6377,13.4858,-3.74924,96.1847,2.39251,31.00933075,E
14.8843,50.2007,12.0836,-3.74924,96.1847,2.39251,31.00933075,E
22.5893,60.6853,11.5563,-3.74924,96.1847,2.39251,31.00933075,E
28.1147,72.9029,4.12347,-3.74924,96.1847,2.39251,31.00933075,E
13.8155,36.625,1.73178,-3.74924,96.1847,2.39251,31.00933075,E
1.86402,60.2541,19.9319,-3.74924,96.1847,2.39251,31.00933075,E
12.6223,61.6135,18.1928,-3.74924,96.1847,2.39251,31.00933075,E
20.0973,71.51,18.4189,-3.74924,96.1847,2.39251,31.00933075,E
26.6243,80.3761,13.5072,-3.74924,96.1847,2.39251,31.00933075,E
-50.488,164.851,70.5169,-27.0551,155.386,23.9197,33.45706177,E
-47.7285,152.898,-1.69192,-27.0551,155.386,23.9197,33.45706177,E
-26.56,152.361,1.04383,-27.0551,155.386,23.9197,33.45706177,E
-7.5681,152.636,9.4249,-27.0551,155.386,23.9197,33.45706177,E
9.32273,152.11,19.8267,-27.0551,155.386,23.9197,33.45706177,E
-42.4055,138.373,33.744,-27.0551,155.386,23.9197,33.45706177,E
-40.4595,117.334,-16.9356,-27.0551,155.386,23.9197,33.45706177,E
-23.4862,112.719,-16.4989,-27.0551,155.386,23.9197,33.45706177,E
-4.4532,114.286,-3.73326,-27.0551,155.386,23.9197,33.45706177,E
8.53555,121.197,9.63106,-27.0551,155.386,23.9197,33.45706177,E
-24.9623,119.81,15.6175,-27.0551,155.386,23.9197,33.45706177,E
-37.497,106.326,1.94703,-27.0551,155.386,23.9197,33.45706177,E
-26.3622,103.987,7.82952,-27.0551,155.386,23.9197,33.45706177,E
-13.2557,107.955,19.2411,-27.0551,155.386,23.9197,33.45706177,E
-1.28599,116.548,23.8788,-27.0551,155.386,23.9197,33.45706177,E
-10.601,112.207,12.8829,-27.0551,155.386,23.9197,33.45706177,E
-37.574,108.571,13.6383,-27.0551,155.386,23.9197,33.45706177,E
-27.9455,109.696,19.4263,-27.0551,155.386,23.9197,33.45706177,E
-16.5006,116.028,28.9877,-27.0551,155.386,23.9197,33.45706177,E
-5.7924,122.475,33.4333,-27.0551,155.386,23.9197,33.45706177,E
-50.488,164.851,70.5169,-27.0551,155.386,23.9197,33.45706177,E
-47.7285,152.898,-1.69192,-27.0551,155.386,23.9197,33.45706177,E
-26.56,152.361,1.04383,-27.0551,155.386,23.9197,33.45706177,E
-7.5681,152.636,9.4249,-27.0551,155.386,23.9197,33.45706177,E
9.32273,152.11,19.8267,-27.0551,155.386,23.9197,33.45706177,E
-42.4055,138.373,33.744,-27.0551,155.386,23.9197,33.45706177,E
-40.4595,117.334,-16.9356,-27.0551,155.386,23.9197,33.45706177,E
-23.4862,112.719,-16.4989,-27.0551,155.386,23.9197,33.45706177,E
-4.4532,114.286,-3.73326,-27.0551,155.386,23.9197,33.45706177,E
8.53555,121.197,9.63106,-27.0551,155.386,23.9197,33.45706177,E
-24.9623,119.81,15.6175,-27.0551,155.386,23.9197,33.45706177,E
-37.497,106.326,1.94703,-27.0551,155.386,23.9197,33.45706177,E
-26.3622,103.987,7.82952,-27.0551,155.386,23.9197,33.45706177,E
-13.2557,107.955,19.2411,-27.0551,155.386,23.9197,33.45706177,E
-1.28599,116.548,23.8788,-27.0551,155.386,23.9197,33.45706177,E
-10.601,112.207,12.8829,-27.0551,155.386,23.9197,33.45706177,E
-37.574,108.571,13.6383,-27.0551,155.386,23.9197,33.45706177,E
-27.9455,109.696,19.4263,-27.0551,155.386,23.9197,33.45706177,E
-16.5006,116.028,28.9877,-27.0551,155.386,23.9197,33.45706177,E
-5.7924,122.475,33.4333,-27.0551,155.386,23.9197,33.45706177,E
-50.488,164.851,70.5169,-27.0551,155.386,23.9197,33.45706177,E
-47.7285,152.898,-1.69192,-27.0551,155.386,23.9197,33.45706177,E
-26.56,152.361,1.04383,-27.0551,155.386,23.9197,33.45706177,E
-7.5681,152.636,9.4249,-27.0551,155.386,23.9197,33.45706177,E
9.32273,152.11,19.8267,-27.0551,155.386,23.9197,33.45706177,E
-42.4055,138.373,33.744,-27.0551,155.386,23.9197,33.45706177,E
-40.4595,117.334,-16.9356,-27.0551,155.386,23.9197,33.45706177,E
-23.4862,112.719,-16.4989,-27.0551,155.386,23.9197,33.45706177,E
-4.4532,114.286,-3.73326,-27.0551,155.386,23.9197,33.45706177,E
8.53555,121.197,9.63106,-27.0551,155.386,23.9197,33.45706177,E
-24.9623,119.81,15.6175,-27.0551,155.386,23.9197,33.45706177,E
-37.497,106.326,1.94703,-27.0551,155.386,23.9197,33.45706177,E
-26.3622,103.987,7.82952,-27.0551,155.386,23.9197,33.45706177,E
-13.2557,107.955,19.2411,-27.0551,155.386,23.9197,33.45706177,E
-1.28599,116.548,23.8788,-27.0551,155.386,23.9197,33.45706177,E
-10.601,112.207,12.8829,-27.0551,155.386,23.9197,33.45706177,E
-37.574,108.571,13.6383,-27.0551,155.386,23.9197,33.45706177,E
-27.9455,109.696,19.4263,-27.0551,155.386,23.9197,33.45706177,E
-16.5006,116.028,28.9877,-27.0551,155.386,23.9197,33.45706177,E
-5.7924,122.475,33.4333,-27.0551,155.386,23.9197,33.45706177,E
-50.488,164.851,70.5169,-27.0551,155.386,23.9197,33.45706177,E
-47.7285,152.898,-1.69192,-27.0551,155.386,23.9197,33.45706177,E
-26.56,152.361,1.04383,-27.0551,155.386,23.9197,33.45706177,E
-7.5681,152.636,9.4249,-27.0551,155.386,23.9197,33.45706177,E
9.32273,152.11,19.8267,-27.0551,155.386,23.9197,33.45706177,E
-42.4055,138.373,33.744,-27.0551,155.386,23.9197,33.45706177,E
-40.4595,117.334,-16.9356,-27.0551,155.386,23.9197,33.45706177,E
-23.4862,112.719,-16.4989,-27.0551,155.386,23.9197,33.45706177,E
